Date,Singapore,Australia,Canada,Germany,Japan,Switzerland,U.K.,U.S. NASDAQ,U.S.,France,Netherlands,Sweden,Italy,China,Chile,Indonesia,Philippines,Poland,US SmallCap,Malaysia,Taiwan,Mexico,Korea,Brazil,South Africa,Denmark,India,China,Hong Kong,Thailand,Turkey,Spain,Vietnam,Saudi Arabia
4/30/07,17.832,15.4639,15.4545,14.6734,18.4333,17.2508,12.66,21.048,15.8872,14.4959,13.7263,16.1115,12.9276,29.3686,18.3544,13.6614,16.8376,14.6217,8.7098,16.2994,12.6926,14.0376,10.8174,11.202,15.8648,14.3021,20.251,15.9943,14.3017,10.399,9.7987,13.3463,,
5/31/07,18.0642,15.7778,16.2547,14.0842,18.9046,16.8689,12.8756,21.6028,16.3593,14.5795,13.6047,15.9447,12.3472,30.4229,17.8621,13.9745,18.2162,14.4808,9.6202,16.7512,12.9837,15.381,11.3317,12.2715,14.0822,16.1222,14.6543,17.0002,14.6968,10.9365,10.2771,14.0369,,
6/29/07,18.1265,16.0242,15.9168,14.3578,19.0734,16.3905,12.7135,22.164,16.0259,14.433,12.1977,15.5653,12.0101,28.9318,18.9955,14.5186,19.7082,15.8817,8.7604,16.4535,14.7878,15.2657,11.3421,12.4967,13.7433,15.5379,14.9073,18.8919,13.6398,11.3691,10.2375,13.7428,,
7/31/07,17.8998,15.534,15.99,13.3347,18.1734,15.8534,12.3089,22.0328,15.3367,13.4997,11.1223,15.098,11.4948,32.8834,18.3975,16.0211,18.9593,15.9154,8.3997,16.3665,15.1586,14.5708,12.7569,12.4261,13.6018,15.9326,16.1376,20.6459,13.8819,12.5548,10.7609,13.814,,
8/31/07,15.6417,15.2899,15.9472,13.6684,17.3083,15.1431,12.0275,22.6447,15.5683,13.2454,10.8561,14.6703,11.4637,36.5441,18.2538,13.3332,18.1291,15.0693,8.5387,14.5843,14.5925,14.4249,12.5899,11.6596,13.635,17.7812,15.6037,20.7791,13.431,11.8136,9.9613,13.4325,,
9/28/07,16.5729,16.8416,16.4402,14.1702,17.4417,15.4138,12.2335,23.4181,16.0801,13.4251,11.1988,14.7539,11.3061,38.6116,17.8857,14.8657,18.7446,14.9201,8.67,15.5187,15.4484,14.5965,13.1684,13.0195,13.9418,18.0579,17.7604,24.6871,15.1821,12.4322,10.7648,13.1641,,
10/31/07,16.2612,17.5614,17.1212,14.0663,17.3489,15.853,12.6572,24.9996,16.6165,13.7518,10.5615,14.4383,11.968,41.2312,19.3942,17.2756,19.6585,15.489,8.0684,16.5105,15.1883,15.0121,13.9536,14.3993,14.5851,18.4305,25.5293,27.8486,16.0105,13.4983,11.357,13.6108,,
11/30/07,14.7875,15.9181,15.8627,13.4294,16.2972,15.8429,12.07,23.3225,16.0726,12.9385,9.4965,13.4236,11.7305,35.8394,17.7937,17.0641,18.3194,13.9388,7.4196,14.4227,13.3006,14.2513,13.228,14.0087,13.7447,17.6671,24.7653,23.5282,15.2144,12.4634,10.7472,13.1167,,
12/31/07,14.9668,15.4043,15.897,13.7383,16.3733,17.0457,11.8048,23.1465,16.2637,13.0041,9.8435,12.9091,11.6488,37.6067,18.0532,17.0787,19.2509,13.4635,7.4265,14.9154,13.205,15.0664,13.2468,14.2711,13.5392,17.3952,27.7262,22.3738,15.17,13.6369,10.7478,12.6079,,
1/31/08,10.8261,14.0396,15.112,11.6779,14.8661,15.0224,10.6374,21.3283,15.689,11.7101,6.8214,11.385,10.3364,31.3567,19.6628,17.0266,17.4363,11.4579,7.0105,14.452,11.624,14.3189,11.5552,13.1727,12.965,15.4891,23.0631,17.463,13.315,12.4966,8.2279,10.795,,
2/29/08,13.0817,13.3578,14.2744,11.6809,14.3969,13.8138,10.2647,20.3294,13.7416,10.7817,11.7111,11.6625,9.6356,30.9608,16.4518,17.2993,16.5685,10.7498,6.89,15.3897,12.8191,13.0262,11.9915,13.4241,14.0536,15.3182,22.5371,19.3931,13.1702,11.6182,8.3275,10.31,,
3/31/08,13.3385,13.1623,13.904,11.5778,13.0539,15.1621,10.1779,17.1131,13.8786,10.8073,12.0689,11.618,9.3199,24.4453,17.0588,15.1144,16.0547,11.2262,10.03,14.2163,13.023,13.7727,10.6713,11.0747,10.9001,15.4416,19.5755,16.9,16.0725,11.1895,7.1154,10.4044,,
4/30/08,14.1268,13.62,13.6019,12.5392,15.3027,14.3728,10.7323,17.8978,14.7141,11.4512,12.6773,12.0563,10.04,21.0918,16.8055,12.8384,12.7815,10.8026,10.5207,14.3323,12.6363,13.6585,11.5834,12.4175,11.1794,15.8152,16.3831,15.7911,17.3443,11.3428,7.742,10.8719,,
5/30/08,14.4938,13.7518,14.7954,12.7695,16.3037,14.2422,10.7164,18.5096,15.0015,11.4871,12.8323,12.2887,9.9452,20.1744,16.9063,13.5757,13.7664,10.6277,11.3955,14.1987,12.4488,14.6874,11.9257,13.3451,11.4513,17.2187,15.4659,14.7524,17.0702,11.4596,7.369,10.5445,,
6/30/08,13.3371,12.6382,14.2377,11.6755,15.2052,13.3714,10.2252,16.8694,13.7035,10.3065,10.9446,10.2803,8.924,16.3453,15.2475,13.4379,12.1738,9.9771,9.1472,13.2367,11.2914,13.1089,10.7317,11.798,10.8269,16.5934,13.7568,13.3353,14.968,10.6732,7.1989,9.4916,,
7/31/08,13.0823,12.2757,13.0054,12.1937,15.4849,13.7474,9.6313,17.7098,13.8664,10.2871,10.6644,10.5137,8.5462,17.0668,16.6735,13.193,13.1418,10.6871,9.529,13.0618,11.2137,12.2655,10.2886,10.718,10.413,16.5288,14.5152,13.6148,14.8937,9.0547,8.7723,9.5938,,
8/29/08,12.2093,12.7687,13.3383,12.3632,15.2634,13.9626,9.492,18.9468,14.1562,10.2852,11.744,10.6725,8.6516,15.0178,15.8461,12.7255,13.843,10.3911,10.68,12.6983,11.9702,11.8128,9.7739,9.9735,10.5845,16.8753,14.8088,12.4651,13.1868,9.2793,8.0999,9.411,,
9/30/08,10.3614,11.541,11.7415,11.0134,13.2815,12.4534,8.1991,13.388,13.2349,9.0703,9.6976,9.2004,7.4745,14.6306,14.1695,10.2478,13.576,9.6964,6.5774,11.9138,10.4302,11.6514,10.459,8.8913,9.9263,13.9396,12.6931,9.9396,10.6572,8.035,7.1407,8.8415,,
10/31/08,7.7663,10.3002,9.5593,10.3546,11.2626,11.8659,7.325,14.3684,11.3929,7.9039,9.0611,7.8058,6.8064,11.3218,11.0406,7.1913,10.9466,7.6815,13.4226,10.5869,9.5751,9.3965,8.396,6.4762,8.5614,12.7096,9.8132,7.7889,8.4072,5.8856,5.532,7.311,,
11/28/08,7.749,9.2943,9.2304,10.5997,12.1033,11.3779,7.3718,13.0381,10.7036,8.0583,9.2106,7.9707,6.6714,12.7916,11.5626,7.279,12.2407,7.7955,12.0897,11.1971,9.2483,10.338,8.1492,6.1897,9.0233,12.61,9.1489,8.56,8.4107,6.0532,5.1463,7.4289,,
12/31/08,8.3356,9.6592,9.3284,11.5143,13.1514,11.2951,7.5608,13.0813,11.0586,8.4823,10.4369,8.1736,6.7478,12.2046,11.9693,8.5496,11.6424,8.2099,12.9761,11.5768,9.9604,11.207,8.5671,6.3154,9.4245,12.2501,9.9193,9.5193,8.9346,6.982,5.6299,7.7656,,
1/30/09,8.0479,8.9899,9.2805,11.0661,13.0803,11.123,7.4157,12.7105,10.4958,8.3438,11.1624,7.7953,6.522,13.4937,9.3134,8.4199,11.4149,7.2642,11.8016,11.8016,9.6945,10.8921,9.1509,6.471,9.3183,13.3918,9.8944,8.8335,9.1624,7.5009,5.5933,7.4964,,
2/27/09,9.7183,9.7864,10.3797,10.9116,16.5011,10.6684,7.2376,12.4703,11.0631,8.3262,10.5933,11.8929,6.0706,14.504,13.025,8.1376,11.9451,7.9567,10.0181,12.8318,10.8931,9.7564,8.3616,6.6259,8.231,13.3402,9.3621,8.8265,8.9936,7.9319,5.4379,6.9956,,
3/31/09,10.9377,11.3825,11.8,10.6227,17.8843,11.8616,9.6192,14.8552,12.3312,9.6433,11.3744,12.3469,8.8527,17.878,13.7023,8.1922,11.6642,9.2582,12.3541,13.1898,17.8923,10.5039,13.0538,9.6118,9.7825,14.2948,10.4252,11.0156,13.6619,8.2964,6.7942,7.4249,,
4/30/09,12.8672,12.6842,13.2204,12.6257,20.8284,12.7459,10.5998,17.3845,13.8794,11.1776,14.0564,16.0264,10.5826,17.9567,14.8542,11.8429,12.437,12.2874,14.8151,15.1347,19.1236,12.627,13.7712,11.2961,10.0488,17.2473,12.2965,12.3952,16.0132,9.8124,8.599,8.5744,,
5/29/09,15.5773,13.5311,15.3857,13.4396,23.5575,13.9683,11.8012,18.1843,14.8778,12.1528,16.6795,16.9014,11.1631,19.2439,17.6299,12.5563,13.8892,13.5277,15.4212,15.7916,20.9762,13.4639,13.7566,12.5571,11.2598,18.9265,17.2747,14.2759,18.6971,10.958,9.3403,9.2071,,
6/30/09,15.6885,14.4066,15.3582,13.38,24.9971,14.358,11.2481,18.8514,14.8792,12.0971,16.778,16.9039,11.1728,21.7901,21.4568,12.9597,14.2099,14.3862,15.9536,16.3964,19.2563,13.7292,13.8814,12.4333,11.5897,20.768,17.4323,14.9875,18.2728,11.8469,10.1601,9.6709,,
7/31/09,17.4679,15.2942,16.7164,15.2017,26.0125,16.1567,12.8663,20.4158,15.9173,13.8915,19.8625,18.6057,12.3303,25.1408,18.6392,15.2683,16.4551,16.3386,17.3753,17.5735,19.9507,15.0501,13.8515,12.9763,13.0302,23.3351,18.6312,16.4637,19.9603,12.1322,11.3323,10.6264,,
8/31/09,16.579,16.4523,16.9278,15.1767,26.3066,16.5445,13.0611,20.766,16.5442,14.5442,20.8765,18.6374,13.1335,19.4997,17.6017,14.9691,16.3592,15.7816,17.7292,17.6034,18.7972,15.5249,13.6772,13.0836,14.805,24.6015,18.6356,14.9084,17.9354,12.025,10.8871,10.9205,15.2627,
9/30/09,17.3254,17.8084,17.9938,15.9874,24.6518,16.9328,13.5358,21.997,17.0844,15.4724,21.7251,20.6491,13.6554,15.2796,20.4973,16.1687,15.8731,14.7113,18.3239,18.2093,20.2071,15.7877,13.8812,15.0468,15.7948,24.8207,20.5224,15.3539,19.201,13.0711,10.755,11.059,15.7129,
10/30/09,16.5798,18.1271,17.4925,14.9606,24.7101,16.5798,13.022,20.4961,16.309,14.644,20.6041,17.4288,12.6972,16.2997,18.3652,15.3179,16.1149,15.3697,16.8611,18.8885,18.9303,15.6167,12.2973,14.9016,16.2087,23.0431,19.0934,16.2406,19.3177,12.1411,10.38,10.6245,16.1672,
11/30/09,16.5161,18.6469,19.5463,15.0876,23.8988,16.4611,13.0341,21.3498,17.2053,14.9926,23.2827,17.1833,12.639,17.2648,18.7991,15.4516,16.6872,15.8857,17.1019,18.5857,19.1071,17.0195,12.0174,16.299,16.9955,23.2892,20.7104,16.516,18.6331,11.9864,9.7808,10.8764,14.5479,
12/31/09,17.3664,19.3973,19.698,16.5007,25.7814,16.9678,13.673,22.6167,17.7884,15.9849,25.3103,17.5863,13.2306,17.7973,19.5305,15.7937,16.9855,16.1519,18.6937,18.6509,20.3045,17.5877,12.9487,16.5495,17.9172,23.3297,21.6038,16.6406,20.6017,12.8773,11.0451,11.0768,15.1771,
1/29/10,15.846,17.7915,18.7206,15.4582,24.4504,16.9594,13.2867,20.4816,16.3518,15.6838,22.8906,17.2686,12.7595,16.1806,17.6183,15.933,16.1345,16.0876,17.7856,18.3493,18.6589,16.0756,12.2688,15.1534,17.5507,24.7131,20.4003,15.0999,15.3654,11.9371,11.0072,10.3813,13.4203,
2/26/10,14.0989,19.1644,19.2672,14.407,18.8715,10.7083,13.9228,21.1749,14.0942,12.364,12.9856,16.578,12.5859,16.6774,15.9319,15.281,16.7574,14.5036,17.6255,14.9635,17.9012,14.8035,12.1695,14.4253,18.0932,18.5345,20.7153,15.3893,15.3777,10.8799,9.5343,9.5416,11.078,
3/31/10,14.5015,20.0864,15.2785,13.8725,20.7516,10.4956,11.3134,18.2926,14.9069,13.4094,14.1189,18.049,12.3082,21.9755,16.1784,14.4628,14.6585,13.8045,17.1988,15.9877,14.0075,16.0065,9.371,13.0959,12.9888,20.4195,22.0805,15.7424,16.702,12.1043,10.138,10.0895,11.125,
4/30/10,14.8052,14.3114,15.3747,13.2005,20.0033,10.0647,10.7478,18.1391,14.6212,12.799,13.5843,17.144,11.4831,16.2684,16.8217,15.1614,14.9842,14.0359,17.767,15.6759,13.5973,15.564,9.2316,12.0029,13.1155,21.651,21.3361,13.3381,16.2279,11.65,10.4215,9.7993,11.8228,
5/31/10,13.7191,12.9378,14.4741,12.4662,16.8716,9.4101,9.8665,16.5223,13.4528,11.5416,12.1112,15.2486,10.3728,14.743,16.559,14.2524,14.6836,13.1795,16.2246,14.9874,13.1596,15.128,8.4081,11.0856,12.7768,20.0924,16.6782,12.6377,15.1781,11.2446,9.1111,8.6251,11.5167,
6/30/10,14.2257,12.6622,13.8943,12.3871,16.0167,9.3232,9.6541,15.3367,12.7259,11.4769,11.9677,15.5425,10.3562,13.6144,16.7864,14.8539,15.0268,12.2675,15.6057,15.2098,12.1153,14.317,8.5688,10.4124,11.8633,19.8099,17.3472,12.7316,15.0722,11.6486,9.2159,8.6621,11.5949,
7/30/10,14.8634,13.0493,14.4142,12.0225,15.2538,9.4989,11.184,16.1765,13.407,11.8318,12.1817,15.5487,11.145,14.6391,17.967,15.4874,15.1497,13.1531,16.7206,15.561,12.6501,13.5148,8.8968,11.3696,13.0448,19.7993,17.5708,13.2262,14.9602,12.1633,10.0153,9.9074,10.6975,
8/31/10,14.6378,13.0483,14.6607,11.2562,14.3482,9.3601,11.0554,15.1329,12.7667,10.9516,11.0299,14.9269,10.7206,14.5709,19.7133,15.0773,15.5435,12.5199,15.2515,15.8921,12.2803,13.1318,8.7196,10.9218,12.9342,18.034,17.3841,12.6624,14.1523,12.8311,10.0043,9.5106,10.3206,
9/30/10,15.4094,13.9091,15.3248,12.0058,14.8451,9.5491,12.129,16.9485,14.0257,11.6721,11.7133,16.0696,10.991,14.6438,22.0966,17.0251,18.2779,13.3752,17.266,16.3395,13.4731,15.6106,9.3974,12.9921,14.1472,18.931,19.252,13.4907,15.6753,13.9526,10.9346,9.8312,10.1019,
10/29/10,15.4472,14.2497,15.4876,12.3708,14.1603,9.9612,12.5463,17.6954,14.4045,11.9246,11.6333,15.4024,11.5582,16.2197,22.7642,17.5393,18.2728,13.6959,17.9449,16.8788,13.4036,16.5795,9.5962,12.9316,14.3318,18.9272,16.518,13.8091,14.8873,13.5891,11.4126,9.8948,10.9142,
11/30/10,15.3497,13.8269,15.6507,12.4786,14.6048,9.7594,11.9712,17.5089,14.3934,11.0437,11.5957,15.6827,10.3237,15.2041,22.6581,16.5208,16.2983,12.9808,18.5897,16.5869,13.5121,16.7872,10.1319,12.2953,14.0259,17.9705,15.882,13.3609,15.2655,13.4726,10.5995,8.2479,11.0643,
12/31/10,15.7217,14.2826,16.5674,13.1496,15.0685,9.9776,12.8661,18.4691,15.2654,11.7667,12.801,16.661,10.8874,15.2972,22.8473,17.3812,17.2153,13.7486,20.0398,16.9658,14.5227,17.7447,11.1841,12.9589,15.1773,18.7918,16.7376,13.2374,15.4214,14.0156,10.5132,8.5652,12.6605,
1/31/11,14.8395,14.9185,16.5936,13.3229,14.9296,10.0714,13.1009,18.3538,15.1602,12.2993,12.947,14.676,11.9857,15.1136,15.4478,15.7211,15.5112,13.5027,19.8778,16.8055,14.9982,17.1918,11.3869,12.5001,14.9919,19.0281,13.0605,13.127,16.361,12.5408,9.8868,9.0833,12.7633,
2/28/11,13.2301,12.487,15.2152,13.5811,14.7622,13.5504,12.5635,18.7441,13.9902,11.332,10.9358,13.3524,11.5092,15.8054,14.9125,15.8097,14.9452,13.1955,17.0475,15.8276,14.0288,15.5634,10.8318,11.8796,15.5968,16.4735,12.6508,12.8752,14.2279,11.9385,9.5112,9.9744,10.4372,
3/31/11,13.8079,12.6087,15.1791,11.3973,13.5575,13.2185,9.8598,16.5837,13.8483,11.0898,10.9889,13.4038,10.4216,13.099,18.3625,14.5437,14.7361,10.3798,18.4491,16.4704,13.9266,15.7547,10.0495,10.5291,15.5406,16.2692,13.8663,11.416,15.7569,12.5398,9.6054,9.6659,11.1411,
4/29/11,14.2618,12.6953,15.0369,11.8417,15.3479,13.9486,10.1219,17.0759,14.0224,11.4145,10.8834,13.631,10.5144,12.982,19.5824,14.8754,15.467,10.5665,19.0414,16.4396,13.8132,15.5266,10.0208,10.1048,15.8182,16.3327,13.7688,11.4335,15.9935,12.7849,10.4668,10.0736,11.4093,
5/31/11,14.072,12.3289,14.4841,11.1732,15.3409,14.2474,10.063,16.8983,13.7194,11.0374,10.7811,13.5382,10.1568,12.1948,19.0278,14.898,14.9153,10.677,18.3947,16.744,13.6695,15.0865,9.743,9.8387,12.7633,16.2424,14.9697,11.345,15.905,12.0328,9.6796,9.781,9.6813,
6/30/11,13.7946,12.2037,14.2728,11.3106,15.412,13.8544,9.9301,16.6215,13.575,10.9293,10.5108,12.995,9.8223,12.3368,19.2482,15.1257,15.3409,9.9979,18.4835,17.1682,13.3565,15.6816,9.2011,9.6409,12.522,16.1694,15.0489,10.9115,14.8783,11.7069,9.5699,9.7405,11.5546,
7/29/11,14.2441,11.8644,13.9105,11.0531,14.9123,14.0817,9.9377,14.4433,13.2812,10.1712,10.7232,12.5243,9.1984,12.092,18.5365,16.0178,15.9903,9.349,17.9153,17.2567,13.7917,15.3868,9.4855,9.3753,12.3798,16.0469,14.6707,10.8096,14.7945,12.565,9.6509,9.5303,10.4306,
8/31/11,12.6826,11.4088,13.5746,9.215,13.3634,13.9865,9.1249,13.5782,12.4872,9.1786,9.2087,11.3386,9.1854,11.6568,17.768,14.7584,15.2398,8.2888,16.4603,15.735,13.1113,15.0617,8.5124,8.8895,12.6593,15.0273,13.3828,9.7039,13.4478,11.51,8.5358,8.7962,10.4129,
9/30/11,11.8699,10.4751,12.5033,8.7952,13.0525,13.4106,8.4505,12.4271,11.6117,8.4791,8.6929,10.7492,8.9132,10.8321,15.3473,13.697,14.2654,7.1721,13.0651,15.3479,12.5005,14.1768,8.3306,8.3899,11.9492,14.5568,13.3745,8.0099,10.2363,9.7495,9.6799,8.9276,10.0995,
10/31/11,12.579,11.4247,13.6158,9.8403,12.8341,14.3574,9.2786,15.5042,13.1395,9.4296,9.5752,11.8733,9.9832,11.4304,17.7634,14.9411,15.5115,7.5056,14.9936,16.591,13.6427,16.1352,9.3066,9.1939,12.9238,16.0647,14.5602,9.2379,11.6269,10.9757,9.0676,9.7898,9.6754,
11/30/11,11.91,10.9089,13.6514,10.2053,12.7915,14.3463,9.0598,15.3427,12.9782,9.6407,9.6808,12.2877,10.2378,10.8817,16.3065,14.4648,14.6319,6.8992,15.402,16.3986,12.8361,15.8798,9.0999,9.1122,13.3651,19.0816,13.2643,8.528,10.727,10.872,8.9282,9.4566,8.7444,
12/30/11,11.7783,10.8121,13.4081,9.9147,12.8455,14.8314,9.2,15.2149,13.0715,9.6787,10.7784,12.2185,10.062,10.4236,16.742,14.8951,15.0753,6.4591,15.4651,17.2787,13.3214,16.0678,9.1146,9.1611,13.0641,19.6539,12.9637,8.8798,10.8251,11.2094,9.041,9.7682,9.6463,
1/31/12,11.9831,11.7095,14.0215,11.038,13.437,15.3646,9.3426,16.1353,13.6443,10.3109,11.0815,13.3738,10.6618,9.4278,15.9116,15.3198,16.6108,6.9569,16.5,17.2941,14.414,17.3731,9.9854,10.0553,13.8416,20.7339,12.4077,9.8105,11.9581,12.1986,10.0088,9.9995,10.9712,
2/29/12,13.6023,12.2745,14.1251,10.6372,13.49,13.7331,9.8313,15.6557,13.2164,10.7292,11.2124,13.9652,10.7926,10.0922,17.1375,14.4334,17.3366,7.1475,16.2669,15.7935,15.5424,15.0356,9.5451,11.1644,13.2418,19.2442,15.2821,10.5203,11.9726,11.7564,10.4428,9.2589,11.88,
3/30/12,13.7033,12.4243,12.8973,10.8266,13.7823,14.2241,9.7365,16.2249,13.6732,10.8897,11.1993,13.7772,9.4961,9.399,17.5183,13.85,18.6688,10.026,16.8766,16.1713,14.5196,15.7148,9.4223,10.2262,11.5666,18.9733,15.0202,9.089,16.2199,11.7167,9.8385,9.2781,11.8926,
4/30/12,13.3218,12.5965,13.1323,10.4309,12.5135,13.9836,9.8138,15.8074,13.4911,10.1612,10.739,13.0852,8.5347,10.2136,17.5137,13.8636,17.1386,9.7561,16.5244,15.2452,13.8428,15.9344,9.2085,10.2188,11.7848,18.3164,15.0749,9.3967,16.1767,11.8344,9.3195,8.5342,12.5938,
5/31/12,12.2645,11.057,12.2338,9.6208,10.9482,13.2007,9.0398,14.9807,12.6606,9.4936,10.3789,11.8184,7.5021,10.1604,15.4279,12.4907,16.6757,9.1615,15.4848,15.4494,13.684,15.3137,8.5391,9.3085,11.5101,16.4897,12.2507,8.458,14.4616,10.6196,8.6549,7.7694,12.0007,
6/29/12,12.8238,11.3077,12.695,9.9167,11.6196,14.1288,9.6832,15.5563,13.2489,10.2996,11.3549,12.1906,8.6277,9.6462,16.618,13.2267,17.2708,9.9935,16.4412,15.5496,14.0809,16.7065,8.6765,9.7259,11.5449,16.8149,12.8324,8.4885,15.0108,11.178,9.9958,9.8253,13.1861,
7/31/12,13.3206,12.1637,13.5676,9.7477,11.3403,14.8266,10.3582,16.4456,13.7573,10.9152,12.4498,13.0809,8.5271,9.3511,16.6894,14.2744,17.3902,9.7005,16.2691,15.6056,14.5133,17.0461,9.1682,10.5693,12.2208,18.1463,12.6946,8.8066,15.3886,11.666,10.2437,10.2537,12.6102,
8/31/12,12.9681,13.0793,13.9021,10.0491,11.3774,15.2124,10.8978,17.3533,14.0361,11.5768,12.9965,13.0013,9.6394,9.3267,16.5116,14.0816,17.1956,9.9529,17.1693,15.654,15.0415,16.4488,9.296,10.8354,13.075,18.1181,12.9903,8.7606,14.0849,11.9112,10.8368,11.6043,11.6558,
9/28/12,13.0624,13.629,14.5032,10.3862,11.512,15.6055,11.2478,17.6958,14.3921,11.4661,13.1993,13.2575,9.2932,9.6217,18.0291,15.1086,17.8661,10.379,17.8222,15.2219,15.8197,17.464,10.141,11.8093,13.6722,18.245,14.2643,9.3545,14.0214,12.5778,10.6512,13.0082,12.2538,
10/31/12,12.73,14.2908,14.8267,10.8161,11.7446,16.5633,11.5141,17.1305,14.2465,11.7825,13.4715,13.5109,9.7834,9.7782,17.8102,15.5609,17.9589,9.5627,17.4874,15.9497,15.1592,17.3408,9.5112,11.9312,14.0954,17.9963,13.9485,9.8931,14.0869,12.3208,11.6114,13.7999,10.8068,
11/30/12,12.799,14.5366,14.6649,11.0968,12.3589,17.2871,11.7775,17.3262,14.3418,12.4219,14.0389,14.0417,10.092,9.4198,18.9103,15.0156,18.8746,9.6689,17.7133,15.3982,16.186,15.7039,9.7028,12.315,14.5886,18.429,14.7707,10.077,14.4489,12.6045,10.5976,13.9963,10.4636,
12/31/12,13.1366,15.1192,14.9274,11.3869,13.7461,17.3309,12.1512,17.3215,14.4694,12.8849,14.5287,14.5635,10.2386,10.8635,21.0837,15.4675,19.42,10.2432,18.3085,16.4952,16.3541,16.447,10.1179,13.2593,15.4493,18.7337,15.2324,10.6375,14.6425,14.0827,11.07,14.774,12.4322,
